ajuokdmuge	0.00087384306763463
xybymegxzv	0.00098010133750064
nlpucxcgxl	0.0023288917472791
huoqbkxvot	0.000146557214192026
caslswydwc	0.00352631878432702
hcqqqxofoi	0.00161662064277875
tvfownspoy	0.00203732670003034
dfntlxlqpq	0.00346854129856544
nvbcoyxmyw	0.00276648675628727
dhjufgnpvu	0.000996156856895656
tylkkckhuq	0.000389940838663226
kvybpauxwv	0.00423869534278731
vmlmcwtoqb	0.00220624073372587
dgahyuujex	4.87757576972758e-05
pqoyryczgf	0.00198305063981706
tcoiwzqmzi	0.00473496075774225
nyhwuliwtl	0.00445175717944997
jshffapkvu	0.0027402563053068
qgrdfvzsny	0.00933772010544218
wekgouvvjt	0.00344577540873514
hhemfuohth	0.000609824552293313
pfjbymphxz	0.000846667100146698
tebilquofc	8.59684719462239e-05
xbarkhqrtd	0.000638069754146237
dikciallyc	0.0028972620850205
whkvwbhmpx	0.00034542620725534
koiiicgtql	0.00172766824031918
wemcrzwgqt	0.000259228999982659
lwplbzbxuz	0.000288392086633676
zsqiwagkoj	0.0011398400433347
jmykowsptd	0.00173513929128255
bjxplmvjvr	0.00204246638979708
wtuaytpmti	0.00154854510526328
fdkeqeuffi	0.00363035123794585
tpaabgjnhe	0.000351081578901269
awtxnriclc	0.00453577877214291
gaybwqpeas	0.000132026412046249
mpnbgkslne	0.000572368673563042
jfkbsfqeug	0.000751320573289318
akjqagwiet	0.00313010700878052
ujjqupbvlu	0.00180899233906956
fncbebgekc	0.00102639603690566
nstqubgzjq	0.00421331711957839
ikcxidpcbp	0.00113731108407816
yxvhcaqlan	0.00050614937791017
ohlrqqbgup	0.00134939475746521
mlxybkuytp	0.00160141854432526
zuzjvongjl	0.00224557232265735
jnbezrpfsu	0.000738722688957755
cjfoxavjex	0.000250889932336805
aerjxvybie	0.00807736268220532
hwdusstbcs	0.00160880740891485
jceavwhxzi	0.000639129256577417
bcrwxxwgvm	0.000159748739667726
jpsbcypkxf	0.000349888122811203
wcwvklxwnh	0.000357840326405872
vswnyfuwow	0.00120425008505242
slctnenaly	0.000685400976658965
oazapxatgh	0.00172542286463234
qptbctvdoc	0.0116428103549537
sjbibntesp	0.00106451506553814
nsxboicqju	0.000937397941667875
gxpqarlayw	6.07480359039488e-05
cpsehzwjxn	0.00168887699787486
eejaknfruy	0.017097382928883
khgqkgxmse	0.000286737726613361
xgkluxfojx	0.00192385955271668
bayiuextcz	0.00144342832165107
pecqfkqskt	0.000381533018011709
vyyidzonrk	0.00015813692782137
nuolmehdfm	0.0010962237084435
tzuimdvuok	0.00112399183202766
scwkwgdwrw	0.00318189417243879
lvlshiugkb	0.000288745377183507
rbdkzqgxzx	0.000294214248003288
qikftnkzst	0.00149181344175247
lomqexvyxe	0.00326027929074735
itqdlicoom	0.00273177518229929
dribrysbiz	0.000743100220039265
zlzkturtly	0.000918395079688186
yalnzzunpw	0.000918890792993856
vpcpwwvczf	0.00103888653501982
egqnsuebin	0.00169070806877044
ebmwmfeszt	0.00781561464240904
jcpvijarkm	0.00438209009547247
wxyexxacdk	3.76582397092941e-05
vtaerbbwhz	0.00264017523423158
fsvainarjg	0.0117758055300126
saonomydnd	0.000315630516005745
ayduftdjye	0.00195506498023258
brginfbymh	0.00182089016738218
evsrypeyna	0.00407929808375998
kqebvuhsxk	0.000126456196547575
givllljnvj	0.000136270751956406
nkxmhpeygq	0.00265952189878393
kxiyvghyff	0.00465139182187231
